Local authority code ,Local authority name,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
E07000199,Tamworth,46375,48487,52137,56081,59737,68737,78974,93612,115575,126050,131500,137725,137762,131868,133675,132125,130000,133006,141050,146431
E07000218,North Warwickshire,53750,56500,58475,61322,66875,72112,83250,101481,122125,134925,144000,147000,150000,146875,151237,142750,148675,146737,151125,159312
E07000219,Nuneaton and Bedworth,43750,46175,47031,49112,52987,58862,67125,81725,100156,116625,121500,126592,127925,121306,124737,124250,124236,124937,130743,136487
E07000220,Rugby,47562,52750,55975,59662,66250,74750,88937,107750,128750,141498,146687,154737,157493,147250,150500,152250,151493,157250,169368,179237
E07000221,Stratford-on-Avon,73750,80556,88018,96875,110993,122987,141243,171200,190000,210312,218687,229243,234031,222250,228562,230875,235000,241000,247125,257000
E07000222,Warwick,65243,68493,75612,84875,94843,105125,123987,148050,166743,183250,186750,196725,200750,186500,200875,205000,205187,212706,227500,243750
E08000025,Birmingham,45112,47125,49293,52000,56500,61487,72850,91112,111725,122466,126737,133125,133250,125625,128000,126625,125000,126250,132750,137938
E08000026,Coventry,40125,42112,44250,46375,51737,57573,66617,81862,98656,113875,120000,126437,125675,117125,119750,120518,119625,123000,128487,135875
E08000027,Dudley,48562,51250,53250,55675,58842,64731,75375,89356,108231,119875,126612,132362,134487,128186,133431,130875,128000,129350,135250,140987
E08000028,Sandwell,39862,41875,43250,44123,46262,50968,58987,73875,90362,102812,111125,118480,118626,110949,110000,108987,106000,106125,111625,117125
E08000029,Solihull,68250,74125,81193,87118,97987,111362,127112,153437,174625,187125,192750,200337,200500,186875,209125,208000,200625,208368,212706,228625
E08000030,Walsall,45662,47625,49125,50937,54000,56687,65737,80612,97987,113500,119737,124362,125250,122375,121500,120000,120000,121000,127687,130250
E08000031,Wolverhampton,41493,43625,44873,46612,50375,53500,62498,75875,91375,105037,113437,119500,122000,116473,114375,114737,111562,114175,118250,123500
E07000234,Bromsgrove,67081,72000,78868,85475,93625,106437,125862,149625,173725,185687,192112,201875,208500,187500,195550,200000,200500,200500,211187,229312
E07000235,Malvern Hills,62118,68100,75893,82968,92600,106862,132393,160875,177875,195465,201425,224862,222765,199500,206250,212500,203950,205656,212500,222375
E07000236,Redditch,51375,54250,56125,61362,66925,75650,87336,104737,125437,132125,137250,145375,146737,143312,145187,146499,143312,148031,156550,162500
E07000237,Worcester,47056,49625,54237,59862,67918,77998,92125,114812,133287,144812,150000,162125,164875,153875,155250,154487,158500,158097,161847,170500
E07000238,Wychavon,60311,65875,71737,76737,89112,100500,118125,148181,167125,184612,188725,202750,209875,186243,193000,199475,194500,194062,206750,216500
E07000239,Wyre Forest,51175,55281,57125,61487,65937,73875,85250,106000,128181,139987,141750,152987,153943,144250,149500,147062,144750,144750,149300,151500
E06000055,Bedford,51875,55562,59998,64656,73800,85375,99493,122750,138875,151125,158937,171875,175123,165375,171000,174962,177312,178750,187247,209000
E06000056,Central Bedfordshire,55874,58737,65524,72873,82818,94748,115000,137498,154500,166125,174625,185250,193499,179250,182500,188125,189375,191750,207248,227250
E06000032,Luton,43500,46125,49875,54875,63250,74625,87212,112748,128248,137375,143500,154250,159687,147125,148737,150000,150000,152000,161812,180000
E06000031,Peterborough,40250,42500,44500,46623,50373,56937,70123,86248,105498,118518,124498,134324,135498,126312,125500,126375,125000,125000,133775,144125
E06000033,Southend-on-Sea,45998,52343,56998,60872,69062,78623,94367,120748,142498,156497,161875,174373,179750,169368,176375,180000,180500,183500,193625,214457
E06000034,Thurrock,46687,49625,54250,58736,66062,78000,96000,123247,141840,154406,158999,167843,174498,164437,165375,171000,168125,171500,182248,207187
E07000008,Cambridge,71112,77250,89000,97862,114750,133000,157125,180375,189500,203062,219875,244612,248487,233125,251000,260437,268375,287993,310356,359250
E07000009,East Cambridgeshire,57000,58875,66481,74375,83737,94575,114862,136356,153875,166373,170974,184193,189294,171250,182087,184737,185975,193677,204012,228987
E07000010,Fenland,40000,42187,45675,47125,54000,60000,74875,92375,114237,124875,128875,135375,139250,128000,130498,129750,129187,126750,137998,145875
E07000011,Huntingdonshire,54375,56500,59798,65500,74800,85406,101498,124500,142875,155998,163875,174623,179875,169437,174750,173750,171998,178500,187373,205750
